Notes	ICD-10 113 Cause List	ICD-10 113 Cause List Code	Ten-Year Age Groups	Ten-Year Age Groups Code	Gender	Gender Code	Census Region	Census Region Code	Deaths	Population	Crude Rate
	Ischemic heart diseases (I20-I25)	GR113-058	15-24 years	15-24	Male	M	Census Region 2: Midwest	CENS-R2	24	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	15-24 years	15-24	Male	M	Census Region 3: South	CENS-R3	45	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	15-24 years	15-24	Male	M	Census Region 4: West	CENS-R4	19	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	25-34 years	25-34	Female	F	Census Region 1: Northeast	CENS-R1	50	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	25-34 years	25-34	Female	F	Census Region 2: Midwest	CENS-R2	76	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	25-34 years	25-34	Female	F	Census Region 3: South	CENS-R3	154	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	25-34 years	25-34	Female	F	Census Region 4: West	CENS-R4	60	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	25-34 years	25-34	Male	M	Census Region 1: Northeast	CENS-R1	74	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	25-34 years	25-34	Male	M	Census Region 2: Midwest	CENS-R2	127	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	25-34 years	25-34	Male	M	Census Region 3: South	CENS-R3	295	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	25-34 years	25-34	Male	M	Census Region 4: West	CENS-R4	116	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	35-44 years	35-44	Female	F	Census Region 1: Northeast	CENS-R1	227	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	35-44 years	35-44	Female	F	Census Region 2: Midwest	CENS-R2	399	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	35-44 years	35-44	Female	F	Census Region 3: South	CENS-R3	934	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	35-44 years	35-44	Female	F	Census Region 4: West	CENS-R4	291	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	35-44 years	35-44	Male	M	Census Region 1: Northeast	CENS-R1	455	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	35-44 years	35-44	Male	M	Census Region 2: Midwest	CENS-R2	753	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	35-44 years	35-44	Male	M	Census Region 3: South	CENS-R3	1744	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	35-44 years	35-44	Male	M	Census Region 4: West	CENS-R4	699	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	45-54 years	45-54	Female	F	Census Region 1: Northeast	CENS-R1	1097	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	45-54 years	45-54	Female	F	Census Region 2: Midwest	CENS-R2	1656	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	45-54 years	45-54	Female	F	Census Region 3: South	CENS-R3	3777	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	45-54 years	45-54	Female	F	Census Region 4: West	CENS-R4	1294	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	45-54 years	45-54	Male	M	Census Region 1: Northeast	CENS-R1	2453	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	45-54 years	45-54	Male	M	Census Region 2: Midwest	CENS-R2	3569	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	45-54 years	45-54	Male	M	Census Region 3: South	CENS-R3	7513	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	45-54 years	45-54	Male	M	Census Region 4: West	CENS-R4	3293	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	55-64 years	55-64	Female	F	Census Region 1: Northeast	CENS-R1	3343	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	55-64 years	55-64	Female	F	Census Region 2: Midwest	CENS-R2	4617	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	55-64 years	55-64	Female	F	Census Region 3: South	CENS-R3	9776	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	55-64 years	55-64	Female	F	Census Region 4: West	CENS-R4	3904	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	55-64 years	55-64	Male	M	Census Region 1: Northeast	CENS-R1	7186	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	55-64 years	55-64	Male	M	Census Region 2: Midwest	CENS-R2	9638	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	55-64 years	55-64	Male	M	Census Region 3: South	CENS-R3	19925	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	55-64 years	55-64	Male	M	Census Region 4: West	CENS-R4	9091	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	65-74 years	65-74	Female	F	Census Region 1: Northeast	CENS-R1	7685	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	65-74 years	65-74	Female	F	Census Region 2: Midwest	CENS-R2	9127	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	65-74 years	65-74	Female	F	Census Region 3: South	CENS-R3	17775	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	65-74 years	65-74	Female	F	Census Region 4: West	CENS-R4	7915	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	65-74 years	65-74	Male	M	Census Region 1: Northeast	CENS-R1	13099	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	65-74 years	65-74	Male	M	Census Region 2: Midwest	CENS-R2	15958	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	65-74 years	65-74	Male	M	Census Region 3: South	CENS-R3	31873	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	65-74 years	65-74	Male	M	Census Region 4: West	CENS-R4	15014	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	75-84 years	75-84	Female	F	Census Region 1: Northeast	CENS-R1	15750	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	75-84 years	75-84	Female	F	Census Region 2: Midwest	CENS-R2	15540	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	75-84 years	75-84	Female	F	Census Region 3: South	CENS-R3	27992	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	75-84 years	75-84	Female	F	Census Region 4: West	CENS-R4	13207	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	75-84 years	75-84	Male	M	Census Region 1: Northeast	CENS-R1	20475	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	75-84 years	75-84	Male	M	Census Region 2: Midwest	CENS-R2	21436	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	75-84 years	75-84	Male	M	Census Region 3: South	CENS-R3	37686	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	75-84 years	75-84	Male	M	Census Region 4: West	CENS-R4	19028	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	85+ years	85+	Female	F	Census Region 1: Northeast	CENS-R1	25744	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	85+ years	85+	Female	F	Census Region 2: Midwest	CENS-R2	21928	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	85+ years	85+	Female	F	Census Region 3: South	CENS-R3	32413	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	85+ years	85+	Female	F	Census Region 4: West	CENS-R4	17168	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	85+ years	85+	Male	M	Census Region 1: Northeast	CENS-R1	19515	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	85+ years	85+	Male	M	Census Region 2: Midwest	CENS-R2	17703	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	85+ years	85+	Male	M	Census Region 3: South	CENS-R3	26510	Not Applicable	Not Applicable
	Ischemic heart diseases (I20-I25)	GR113-058	85+ years	85+	Male	M	Census Region 4: West	CENS-R4	15813	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	< 1 year	1	Female	F	Census Region 3: South	CENS-R3	10	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	15-24 years	15-24	Female	F	Census Region 3: South	CENS-R3	19	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	15-24 years	15-24	Male	M	Census Region 2: Midwest	CENS-R2	18	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	15-24 years	15-24	Male	M	Census Region 3: South	CENS-R3	25	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	25-34 years	25-34	Female	F	Census Region 1: Northeast	CENS-R1	32	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	25-34 years	25-34	Female	F	Census Region 2: Midwest	CENS-R2	56	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	25-34 years	25-34	Female	F	Census Region 3: South	CENS-R3	84	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	25-34 years	25-34	Female	F	Census Region 4: West	CENS-R4	30	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	25-34 years	25-34	Male	M	Census Region 1: Northeast	CENS-R1	32	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	25-34 years	25-34	Male	M	Census Region 2: Midwest	CENS-R2	60	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	25-34 years	25-34	Male	M	Census Region 3: South	CENS-R3	169	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	25-34 years	25-34	Male	M	Census Region 4: West	CENS-R4	64	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	35-44 years	35-44	Female	F	Census Region 1: Northeast	CENS-R1	114	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	35-44 years	35-44	Female	F	Census Region 2: Midwest	CENS-R2	212	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	35-44 years	35-44	Female	F	Census Region 3: South	CENS-R3	515	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	35-44 years	35-44	Female	F	Census Region 4: West	CENS-R4	143	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	35-44 years	35-44	Male	M	Census Region 1: Northeast	CENS-R1	223	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	35-44 years	35-44	Male	M	Census Region 2: Midwest	CENS-R2	426	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	35-44 years	35-44	Male	M	Census Region 3: South	CENS-R3	958	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	35-44 years	35-44	Male	M	Census Region 4: West	CENS-R4	352	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	45-54 years	45-54	Female	F	Census Region 1: Northeast	CENS-R1	501	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	45-54 years	45-54	Female	F	Census Region 2: Midwest	CENS-R2	872	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	45-54 years	45-54	Female	F	Census Region 3: South	CENS-R3	1938	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	45-54 years	45-54	Female	F	Census Region 4: West	CENS-R4	646	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	45-54 years	45-54	Male	M	Census Region 1: Northeast	CENS-R1	1172	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	45-54 years	45-54	Male	M	Census Region 2: Midwest	CENS-R2	1943	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	45-54 years	45-54	Male	M	Census Region 3: South	CENS-R3	3856	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	45-54 years	45-54	Male	M	Census Region 4: West	CENS-R4	1648	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	55-64 years	55-64	Female	F	Census Region 1: Northeast	CENS-R1	1415	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	55-64 years	55-64	Female	F	Census Region 2: Midwest	CENS-R2	2263	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	55-64 years	55-64	Female	F	Census Region 3: South	CENS-R3	4823	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	55-64 years	55-64	Female	F	Census Region 4: West	CENS-R4	1763	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	55-64 years	55-64	Male	M	Census Region 1: Northeast	CENS-R1	3100	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	55-64 years	55-64	Male	M	Census Region 2: Midwest	CENS-R2	4665	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	55-64 years	55-64	Male	M	Census Region 3: South	CENS-R3	9446	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	55-64 years	55-64	Male	M	Census Region 4: West	CENS-R4	4141	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	65-74 years	65-74	Female	F	Census Region 1: Northeast	CENS-R1	3155	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	65-74 years	65-74	Female	F	Census Region 2: Midwest	CENS-R2	4273	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	65-74 years	65-74	Female	F	Census Region 3: South	CENS-R3	8234	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	65-74 years	65-74	Female	F	Census Region 4: West	CENS-R4	3533	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	65-74 years	65-74	Male	M	Census Region 1: Northeast	CENS-R1	4856	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	65-74 years	65-74	Male	M	Census Region 2: Midwest	CENS-R2	6600	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	65-74 years	65-74	Male	M	Census Region 3: South	CENS-R3	13107	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	65-74 years	65-74	Male	M	Census Region 4: West	CENS-R4	6150	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	75-84 years	75-84	Female	F	Census Region 1: Northeast	CENS-R1	6209	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	75-84 years	75-84	Female	F	Census Region 2: Midwest	CENS-R2	7158	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	75-84 years	75-84	Female	F	Census Region 3: South	CENS-R3	13068	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	75-84 years	75-84	Female	F	Census Region 4: West	CENS-R4	5744	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	75-84 years	75-84	Male	M	Census Region 1: Northeast	CENS-R1	6777	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	75-84 years	75-84	Male	M	Census Region 2: Midwest	CENS-R2	8239	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	75-84 years	75-84	Male	M	Census Region 3: South	CENS-R3	14633	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	75-84 years	75-84	Male	M	Census Region 4: West	CENS-R4	7352	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	85+ years	85+	Female	F	Census Region 1: Northeast	CENS-R1	10210	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	85+ years	85+	Female	F	Census Region 2: Midwest	CENS-R2	10656	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	85+ years	85+	Female	F	Census Region 3: South	CENS-R3	15385	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	85+ years	85+	Female	F	Census Region 4: West	CENS-R4	7909	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	85+ years	85+	Male	M	Census Region 1: Northeast	CENS-R1	6538	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	85+ years	85+	Male	M	Census Region 2: Midwest	CENS-R2	7131	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	85+ years	85+	Male	M	Census Region 3: South	CENS-R3	10655	Not Applicable	Not Applicable
	Acute myocardial infarction (I21-I22)	GR113-059	85+ years	85+	Male	M	Census Region 4: West	CENS-R4	6251	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	35-44 years	35-44	Female	F	Census Region 3: South	CENS-R3	17	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	35-44 years	35-44	Male	M	Census Region 3: South	CENS-R3	30	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	45-54 years	45-54	Female	F	Census Region 1: Northeast	CENS-R1	14	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	45-54 years	45-54	Female	F	Census Region 2: Midwest	CENS-R2	15	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	45-54 years	45-54	Female	F	Census Region 3: South	CENS-R3	58	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	45-54 years	45-54	Female	F	Census Region 4: West	CENS-R4	18	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	45-54 years	45-54	Male	M	Census Region 1: Northeast	CENS-R1	34	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	45-54 years	45-54	Male	M	Census Region 2: Midwest	CENS-R2	40	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	45-54 years	45-54	Male	M	Census Region 3: South	CENS-R3	152	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	45-54 years	45-54	Male	M	Census Region 4: West	CENS-R4	33	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	55-64 years	55-64	Female	F	Census Region 1: Northeast	CENS-R1	53	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	55-64 years	55-64	Female	F	Census Region 2: Midwest	CENS-R2	60	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	55-64 years	55-64	Female	F	Census Region 3: South	CENS-R3	145	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	55-64 years	55-64	Female	F	Census Region 4: West	CENS-R4	29	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	55-64 years	55-64	Male	M	Census Region 1: Northeast	CENS-R1	87	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	55-64 years	55-64	Male	M	Census Region 2: Midwest	CENS-R2	95	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	55-64 years	55-64	Male	M	Census Region 3: South	CENS-R3	272	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	55-64 years	55-64	Male	M	Census Region 4: West	CENS-R4	71	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	65-74 years	65-74	Female	F	Census Region 1: Northeast	CENS-R1	109	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	65-74 years	65-74	Female	F	Census Region 2: Midwest	CENS-R2	123	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	65-74 years	65-74	Female	F	Census Region 3: South	CENS-R3	242	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	65-74 years	65-74	Female	F	Census Region 4: West	CENS-R4	73	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	65-74 years	65-74	Male	M	Census Region 1: Northeast	CENS-R1	132	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	65-74 years	65-74	Male	M	Census Region 2: Midwest	CENS-R2	146	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	65-74 years	65-74	Male	M	Census Region 3: South	CENS-R3	383	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	65-74 years	65-74	Male	M	Census Region 4: West	CENS-R4	109	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	75-84 years	75-84	Female	F	Census Region 1: Northeast	CENS-R1	192	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	75-84 years	75-84	Female	F	Census Region 2: Midwest	CENS-R2	182	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	75-84 years	75-84	Female	F	Census Region 3: South	CENS-R3	375	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	75-84 years	75-84	Female	F	Census Region 4: West	CENS-R4	109	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	75-84 years	75-84	Male	M	Census Region 1: Northeast	CENS-R1	205	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	75-84 years	75-84	Male	M	Census Region 2: Midwest	CENS-R2	202	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	75-84 years	75-84	Male	M	Census Region 3: South	CENS-R3	375	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	75-84 years	75-84	Male	M	Census Region 4: West	CENS-R4	123	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	85+ years	85+	Female	F	Census Region 1: Northeast	CENS-R1	319	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	85+ years	85+	Female	F	Census Region 2: Midwest	CENS-R2	270	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	85+ years	85+	Female	F	Census Region 3: South	CENS-R3	476	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	85+ years	85+	Female	F	Census Region 4: West	CENS-R4	155	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	85+ years	85+	Male	M	Census Region 1: Northeast	CENS-R1	212	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	85+ years	85+	Male	M	Census Region 2: Midwest	CENS-R2	175	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	85+ years	85+	Male	M	Census Region 3: South	CENS-R3	283	Not Applicable	Not Applicable
	Other acute ischemic heart diseases (I24)	GR113-060	85+ years	85+	Male	M	Census Region 4: West	CENS-R4	118	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	15-24 years	15-24	Male	M	Census Region 3: South	CENS-R3	19	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	15-24 years	15-24	Male	M	Census Region 4: West	CENS-R4	12	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	25-34 years	25-34	Female	F	Census Region 1: Northeast	CENS-R1	18	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	25-34 years	25-34	Female	F	Census Region 2: Midwest	CENS-R2	20	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	25-34 years	25-34	Female	F	Census Region 3: South	CENS-R3	64	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	25-34 years	25-34	Female	F	Census Region 4: West	CENS-R4	29	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	25-34 years	25-34	Male	M	Census Region 1: Northeast	CENS-R1	42	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	25-34 years	25-34	Male	M	Census Region 2: Midwest	CENS-R2	66	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	25-34 years	25-34	Male	M	Census Region 3: South	CENS-R3	119	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	25-34 years	25-34	Male	M	Census Region 4: West	CENS-R4	49	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	35-44 years	35-44	Female	F	Census Region 1: Northeast	CENS-R1	108	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	35-44 years	35-44	Female	F	Census Region 2: Midwest	CENS-R2	182	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	35-44 years	35-44	Female	F	Census Region 3: South	CENS-R3	402	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	35-44 years	35-44	Female	F	Census Region 4: West	CENS-R4	147	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	35-44 years	35-44	Male	M	Census Region 1: Northeast	CENS-R1	228	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	35-44 years	35-44	Male	M	Census Region 2: Midwest	CENS-R2	322	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	35-44 years	35-44	Male	M	Census Region 3: South	CENS-R3	756	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	35-44 years	35-44	Male	M	Census Region 4: West	CENS-R4	341	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	45-54 years	45-54	Female	F	Census Region 1: Northeast	CENS-R1	582	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	45-54 years	45-54	Female	F	Census Region 2: Midwest	CENS-R2	769	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	45-54 years	45-54	Female	F	Census Region 3: South	CENS-R3	1781	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	45-54 years	45-54	Female	F	Census Region 4: West	CENS-R4	630	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	45-54 years	45-54	Male	M	Census Region 1: Northeast	CENS-R1	1247	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	45-54 years	45-54	Male	M	Census Region 2: Midwest	CENS-R2	1586	Not Applicable	Not Applicable
	"Other forms of chronic ischemic heart disease (I20,I25)"	GR113-061	45-54 years	45-54	Male	M	Census Region 3: South	CENS-R3	3505	Not Applicable	Not Applicable
