Notes,Race,Race Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
,White,2106-3,Motor neuron disease,G12.2,75-84 years,75-84,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Motor neuron disease,G12.2,75-84 years,75-84,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Parkinson disease,G20,65-74 years,65-74,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,Parkinson disease,G20,65-74 years,65-74,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,Parkinson disease,G20,75-84 years,75-84,Female,F,29,Not Applicable,Not Applicable
,White,2106-3,Parkinson disease,G20,75-84 years,75-84,Male,M,83,Not Applicable,Not Applicable
,White,2106-3,Parkinson disease,G20,85+ years,85+,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,Parkinson disease,G20,85+ years,85+,Male,M,42,Not Applicable,Not Applicable
,White,2106-3,"Alzheimer disease, unspecified",G30.9,65-74 years,65-74,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Alzheimer disease, unspecified",G30.9,65-74 years,65-74,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Alzheimer disease, unspecified",G30.9,75-84 years,75-84,Female,F,43,Not Applicable,Not Applicable
,White,2106-3,"Alzheimer disease, unspecified",G30.9,75-84 years,75-84,Male,M,63,Not Applicable,Not Applicable
,White,2106-3,"Alzheimer disease, unspecified",G30.9,85+ years,85+,Female,F,105,Not Applicable,Not Applicable
,White,2106-3,"Alzheimer disease, unspecified",G30.9,85+ years,85+,Male,M,74,Not Applicable,Not Applicable
,White,2106-3,Multiple sclerosis,G35,45-54 years,45-54,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Multiple sclerosis,G35,55-64 years,55-64,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,45-54 years,45-54,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,45-54 years,45-54,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,55-64 years,55-64,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,55-64 years,55-64,Male,M,31,Not Applicable,Not Applicable
,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,65-74 years,65-74,Female,F,37,Not Applicable,Not Applicable
,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,65-74 years,65-74,Male,M,32,Not Applicable,Not Applicable
,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,75-84 years,75-84,Female,F,35,Not Applicable,Not Applicable
,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,75-84 years,75-84,Male,M,42,Not Applicable,Not Applicable
,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,85+ years,85+,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,85+ years,85+,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Disorders of both mitral and aortic valves,I08.0,75-84 years,75-84,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,Essential (primary) hypertension,I10,45-54 years,45-54,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Essential (primary) hypertension,I10,55-64 years,55-64,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,Essential (primary) hypertension,I10,65-74 years,65-74,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Essential (primary) hypertension,I10,65-74 years,65-74,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,Essential (primary) hypertension,I10,75-84 years,75-84,Female,F,39,Not Applicable,Not Applicable
,White,2106-3,Essential (primary) hypertension,I10,75-84 years,75-84,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,Essential (primary) hypertension,I10,85+ years,85+,Female,F,68,Not Applicable,Not Applicable
,White,2106-3,Essential (primary) hypertension,I10,85+ years,85+,Male,M,25,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease with (congestive) heart failure,I11.0,75-84 years,75-84,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease with (congestive) heart failure,I11.0,75-84 years,75-84,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease with (congestive) heart failure,I11.0,85+ years,85+,Female,F,39,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease with (congestive) heart failure,I11.0,85+ years,85+,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,45-54 years,45-54,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,55-64 years,55-64,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,65-74 years,65-74,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,75-84 years,75-84,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,75-84 years,75-84,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,85+ years,85+,Female,F,29,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,85+ years,85+,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,Hypertensive renal disease with renal failure,I12.0,75-84 years,75-84,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,Hypertensive renal disease with renal failure,I12.0,75-84 years,75-84,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Hypertensive renal disease with renal failure,I12.0,85+ years,85+,Female,F,27,Not Applicable,Not Applicable
,White,2106-3,Hypertensive renal disease with renal failure,I12.0,85+ years,85+,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,35-44 years,35-44,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,35-44 years,35-44,Male,M,45,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,45-54 years,45-54,Female,F,52,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,45-54 years,45-54,Male,M,173,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,55-64 years,55-64,Female,F,151,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,55-64 years,55-64,Male,M,360,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,65-74 years,65-74,Female,F,272,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,65-74 years,65-74,Male,M,479,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,75-84 years,75-84,Female,F,668,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,75-84 years,75-84,Male,M,682,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,85+ years,85+,Female,F,887,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,85+ years,85+,Male,M,587,Not Applicable,Not Applicable
,White,2106-3,"Acute ischaemic heart disease, unspecified",I24.9,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Acute ischaemic heart disease, unspecified",I24.9,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,35-44 years,35-44,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,45-54 years,45-54,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,45-54 years,45-54,Male,M,53,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,55-64 years,55-64,Female,F,24,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,55-64 years,55-64,Male,M,75,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,65-74 years,65-74,Female,F,41,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,65-74 years,65-74,Male,M,72,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,75-84 years,75-84,Female,F,98,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,75-84 years,75-84,Male,M,112,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,85+ years,85+,Female,F,131,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,85+ years,85+,Male,M,83,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,35-44 years,35-44,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,35-44 years,35-44,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,45-54 years,45-54,Female,F,27,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,45-54 years,45-54,Male,M,103,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,55-64 years,55-64,Female,F,98,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,55-64 years,55-64,Male,M,248,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,65-74 years,65-74,Female,F,248,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,65-74 years,65-74,Male,M,380,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,75-84 years,75-84,Female,F,565,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,75-84 years,75-84,Male,M,859,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,85+ years,85+,Female,F,874,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,85+ years,85+,Male,M,630,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,45-54 years,45-54,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,55-64 years,55-64,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,55-64 years,55-64,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,65-74 years,65-74,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,65-74 years,65-74,Male,M,65,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,75-84 years,75-84,Female,F,39,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,75-84 years,75-84,Male,M,103,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,85+ years,85+,Female,F,48,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,85+ years,85+,Male,M,61,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,65-74 years,65-74,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,65-74 years,65-74,Male,M,26,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,75-84 years,75-84,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,75-84 years,75-84,Male,M,42,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,85+ years,85+,Female,F,29,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,85+ years,85+,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,35-44 years,35-44,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,45-54 years,45-54,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,45-54 years,45-54,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,55-64 years,55-64,Female,F,28,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,55-64 years,55-64,Male,M,31,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,65-74 years,65-74,Female,F,32,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,65-74 years,65-74,Male,M,25,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,75-84 years,75-84,Female,F,43,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,75-84 years,75-84,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,85+ years,85+,Female,F,35,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,85+ years,85+,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Other secondary pulmonary hypertension,I27.2,65-74 years,65-74,Female,F,24,Not Applicable,Not Applicable
,White,2106-3,Other secondary pulmonary hypertension,I27.2,65-74 years,65-74,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Other secondary pulmonary hypertension,I27.2,75-84 years,75-84,Female,F,27,Not Applicable,Not Applicable
,White,2106-3,Other secondary pulmonary hypertension,I27.2,75-84 years,75-84,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Other secondary pulmonary hypertension,I27.2,85+ years,85+,Female,F,29,Not Applicable,Not Applicable
,White,2106-3,Other secondary pulmonary hypertension,I27.2,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Acute and subacute infective endocarditis,I33.0,75-84 years,75-84,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Acute and subacute infective endocarditis,I33.0,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Mitral (valve) insufficiency,I34.0,75-84 years,75-84,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,Mitral (valve) insufficiency,I34.0,75-84 years,75-84,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Mitral (valve) insufficiency,I34.0,85+ years,85+,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,55-64 years,55-64,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,65-74 years,65-74,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,65-74 years,65-74,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,75-84 years,75-84,Female,F,80,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,75-84 years,75-84,Male,M,59,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,85+ years,85+,Female,F,167,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,85+ years,85+,Male,M,87,Not Applicable,Not Applicable
,White,2106-3,"Aortic valve disorder, unspecified",I35.9,75-84 years,75-84,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Endocarditis, valve unspecified",I38,45-54 years,45-54,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Endocarditis, valve unspecified",I38,55-64 years,55-64,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Endocarditis, valve unspecified",I38,65-74 years,65-74,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Endocarditis, valve unspecified",I38,65-74 years,65-74,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Endocarditis, valve unspecified",I38,75-84 years,75-84,Female,F,42,Not Applicable,Not Applicable
,White,2106-3,"Endocarditis, valve unspecified",I38,75-84 years,75-84,Male,M,30,Not Applicable,Not Applicable
,White,2106-3,"Endocarditis, valve unspecified",I38,85+ years,85+,Female,F,40,Not Applicable,Not Applicable
,White,2106-3,"Endocarditis, valve unspecified",I38,85+ years,85+,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,Dilated cardiomyopathy,I42.0,45-54 years,45-54,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Dilated cardiomyopathy,I42.0,65-74 years,65-74,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Dilated cardiomyopathy,I42.0,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Dilated cardiomyopathy,I42.0,75-84 years,75-84,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Dilated cardiomyopathy,I42.0,85+ years,85+,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Cardiomyopathy, unspecified",I42.9,45-54 years,45-54,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Cardiomyopathy, unspecified",I42.9,45-54 years,45-54,Male,M,31,Not Applicable,Not Applicable
,White,2106-3,"Cardiomyopathy, unspecified",I42.9,55-64 years,55-64,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Cardiomyopathy, unspecified",I42.9,55-64 years,55-64,Male,M,45,Not Applicable,Not Applicable
,White,2106-3,"Cardiomyopathy, unspecified",I42.9,65-74 years,65-74,Female,F,28,Not Applicable,Not Applicable
,White,2106-3,"Cardiomyopathy, unspecified",I42.9,65-74 years,65-74,Male,M,73,Not Applicable,Not Applicable
,White,2106-3,"Cardiomyopathy, unspecified",I42.9,75-84 years,75-84,Female,F,55,Not Applicable,Not Applicable
,White,2106-3,"Cardiomyopathy, unspecified",I42.9,75-84 years,75-84,Male,M,114,Not Applicable,Not Applicable
,White,2106-3,"Cardiomyopathy, unspecified",I42.9,85+ years,85+,Female,F,58,Not Applicable,Not Applicable
,White,2106-3,"Cardiomyopathy, unspecified",I42.9,85+ years,85+,Male,M,84,Not Applicable,Not Applicable
,White,2106-3,"Sudden cardiac death, so described",I46.1,45-54 years,45-54,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,"Sudden cardiac death, so described",I46.1,65-74 years,65-74,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Sudden cardiac death, so described",I46.1,65-74 years,65-74,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,"Sudden cardiac death, so described",I46.1,75-84 years,75-84,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Sudden cardiac death, so described",I46.1,75-84 years,75-84,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,"Sudden cardiac death, so described",I46.1,85+ years,85+,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrest, unspecified",I46.9,45-54 years,45-54,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrest, unspecified",I46.9,55-64 years,55-64,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrest, unspecified",I46.9,55-64 years,55-64,Male,M,46,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrest, unspecified",I46.9,65-74 years,65-74,Female,F,44,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrest, unspecified",I46.9,65-74 years,65-74,Male,M,49,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrest, unspecified",I46.9,75-84 years,75-84,Female,F,86,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrest, unspecified",I46.9,75-84 years,75-84,Male,M,87,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrest, unspecified",I46.9,85+ years,85+,Female,F,91,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrest, unspecified",I46.9,85+ years,85+,Male,M,59,Not Applicable,Not Applicable
,White,2106-3,Atrial fibrillation and flutter,I48,55-64 years,55-64,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Atrial fibrillation and flutter,I48,65-74 years,65-74,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,Atrial fibrillation and flutter,I48,65-74 years,65-74,Male,M,27,Not Applicable,Not Applicable
,White,2106-3,Atrial fibrillation and flutter,I48,75-84 years,75-84,Female,F,117,Not Applicable,Not Applicable
,White,2106-3,Atrial fibrillation and flutter,I48,75-84 years,75-84,Male,M,63,Not Applicable,Not Applicable
,White,2106-3,Atrial fibrillation and flutter,I48,85+ years,85+,Female,F,184,Not Applicable,Not Applicable
,White,2106-3,Atrial fibrillation and flutter,I48,85+ years,85+,Male,M,73,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrhythmia, unspecified",I49.9,45-54 years,45-54,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrhythmia, unspecified",I49.9,55-64 years,55-64,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrhythmia, unspecified",I49.9,55-64 years,55-64,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrhythmia, unspecified",I49.9,65-74 years,65-74,Female,F,26,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrhythmia, unspecified",I49.9,65-74 years,65-74,Male,M,34,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrhythmia, unspecified",I49.9,75-84 years,75-84,Female,F,40,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrhythmia, unspecified",I49.9,75-84 years,75-84,Male,M,33,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrhythmia, unspecified",I49.9,85+ years,85+,Female,F,42,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrhythmia, unspecified",I49.9,85+ years,85+,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,Congestive heart failure,I50.0,55-64 years,55-64,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Congestive heart failure,I50.0,55-64 years,55-64,Male,M,31,Not Applicable,Not Applicable
,White,2106-3,Congestive heart failure,I50.0,65-74 years,65-74,Female,F,44,Not Applicable,Not Applicable
,White,2106-3,Congestive heart failure,I50.0,65-74 years,65-74,Male,M,69,Not Applicable,Not Applicable
,White,2106-3,Congestive heart failure,I50.0,75-84 years,75-84,Female,F,180,Not Applicable,Not Applicable
,White,2106-3,Congestive heart failure,I50.0,75-84 years,75-84,Male,M,188,Not Applicable,Not Applicable
,White,2106-3,Congestive heart failure,I50.0,85+ years,85+,Female,F,386,Not Applicable,Not Applicable
,White,2106-3,Congestive heart failure,I50.0,85+ years,85+,Male,M,219,Not Applicable,Not Applicable
,White,2106-3,"Heart failure, unspecified",I50.9,55-64 years,55-64,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Heart failure, unspecified",I50.9,65-74 years,65-74,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Heart failure, unspecified",I50.9,75-84 years,75-84,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,"Heart failure, unspecified",I50.9,75-84 years,75-84,Male,M,28,Not Applicable,Not Applicable
,White,2106-3,"Heart failure, unspecified",I50.9,85+ years,85+,Female,F,34,Not Applicable,Not Applicable
,White,2106-3,"Heart failure, unspecified",I50.9,85+ years,85+,Male,M,24,Not Applicable,Not Applicable
,White,2106-3,"Cardiovascular disease, unspecified",I51.6,75-84 years,75-84,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Cardiovascular disease, unspecified",I51.6,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Other ill-defined heart diseases,I51.8,85+ years,85+,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Heart disease, unspecified",I51.9,55-64 years,55-64,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Heart disease, unspecified",I51.9,75-84 years,75-84,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Heart disease, unspecified",I51.9,75-84 years,75-84,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Heart disease, unspecified",I51.9,85+ years,85+,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,"Subarachnoid haemorrhage, unspecified",I60.9,35-44 years,35-44,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Subarachnoid haemorrhage, unspecified",I60.9,45-54 years,45-54,Female,F,31,Not Applicable,Not Applicable
,White,2106-3,"Subarachnoid haemorrhage, unspecified",I60.9,45-54 years,45-54,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Subarachnoid haemorrhage, unspecified",I60.9,55-64 years,55-64,Female,F,27,Not Applicable,Not Applicable
,White,2106-3,"Subarachnoid haemorrhage, unspecified",I60.9,55-64 years,55-64,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,"Subarachnoid haemorrhage, unspecified",I60.9,65-74 years,65-74,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,"Subarachnoid haemorrhage, unspecified",I60.9,65-74 years,65-74,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,"Subarachnoid haemorrhage, unspecified",I60.9,75-84 years,75-84,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,"Subarachnoid haemorrhage, unspecified",I60.9,75-84 years,75-84,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Subarachnoid haemorrhage, unspecified",I60.9,85+ years,85+,Female,F,22,Not Applicable,Not Applicable
,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,45-54 years,45-54,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,45-54 years,45-54,Male,M,26,Not Applicable,Not Applicable
,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,55-64 years,55-64,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,55-64 years,55-64,Male,M,39,Not Applicable,Not Applicable
,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,65-74 years,65-74,Female,F,55,Not Applicable,Not Applicable
,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,65-74 years,65-74,Male,M,61,Not Applicable,Not Applicable
,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,75-84 years,75-84,Female,F,142,Not Applicable,Not Applicable
,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,75-84 years,75-84,Male,M,139,Not Applicable,Not Applicable
,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,85+ years,85+,Female,F,124,Not Applicable,Not Applicable
,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,85+ years,85+,Male,M,68,Not Applicable,Not Applicable
,White,2106-3,Subdural haemorrhage (acute)(nontraumatic),I62.0,75-84 years,75-84,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Subdural haemorrhage (acute)(nontraumatic),I62.0,75-84 years,75-84,Male,M,31,Not Applicable,Not Applicable
,White,2106-3,Subdural haemorrhage (acute)(nontraumatic),I62.0,85+ years,85+,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,Subdural haemorrhage (acute)(nontraumatic),I62.0,85+ years,85+,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,45-54 years,45-54,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,55-64 years,55-64,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,55-64 years,55-64,Male,M,22,Not Applicable,Not Applicable
