Notes,Race,Race Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
,White,2106-3,Motor neuron disease,G12.2,65-74 years,65-74,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Parkinson disease,G20,65-74 years,65-74,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,Parkinson disease,G20,75-84 years,75-84,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,Parkinson disease,G20,75-84 years,75-84,Male,M,40,Not Applicable,Not Applicable
,White,2106-3,Parkinson disease,G20,85+ years,85+,Female,F,26,Not Applicable,Not Applicable
,White,2106-3,Parkinson disease,G20,85+ years,85+,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,"Alzheimer disease, unspecified",G30.9,65-74 years,65-74,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Alzheimer disease, unspecified",G30.9,65-74 years,65-74,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Alzheimer disease, unspecified",G30.9,75-84 years,75-84,Female,F,65,Not Applicable,Not Applicable
,White,2106-3,"Alzheimer disease, unspecified",G30.9,75-84 years,75-84,Male,M,58,Not Applicable,Not Applicable
,White,2106-3,"Alzheimer disease, unspecified",G30.9,85+ years,85+,Female,F,151,Not Applicable,Not Applicable
,White,2106-3,"Alzheimer disease, unspecified",G30.9,85+ years,85+,Male,M,65,Not Applicable,Not Applicable
,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,45-54 years,45-54,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,45-54 years,45-54,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,55-64 years,55-64,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,55-64 years,55-64,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,65-74 years,65-74,Female,F,26,Not Applicable,Not Applicable
,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,65-74 years,65-74,Male,M,28,Not Applicable,Not Applicable
,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,75-84 years,75-84,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,75-84 years,75-84,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,85+ years,85+,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Essential (primary) hypertension,I10,55-64 years,55-64,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Essential (primary) hypertension,I10,65-74 years,65-74,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,Essential (primary) hypertension,I10,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Essential (primary) hypertension,I10,75-84 years,75-84,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,Essential (primary) hypertension,I10,85+ years,85+,Female,F,30,Not Applicable,Not Applicable
,White,2106-3,Essential (primary) hypertension,I10,85+ years,85+,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease with (congestive) heart failure,I11.0,75-84 years,75-84,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease with (congestive) heart failure,I11.0,75-84 years,75-84,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease with (congestive) heart failure,I11.0,85+ years,85+,Female,F,41,Not Applicable,Not Applicable
,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Hypertensive renal disease with renal failure,I12.0,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Hypertensive renal disease with renal failure,I12.0,85+ years,85+,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,Hypertensive renal disease with renal failure,I12.0,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,35-44 years,35-44,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,35-44 years,35-44,Male,M,31,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,45-54 years,45-54,Female,F,47,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,45-54 years,45-54,Male,M,137,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,55-64 years,55-64,Female,F,116,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,55-64 years,55-64,Male,M,251,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,65-74 years,65-74,Female,F,191,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,65-74 years,65-74,Male,M,320,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,75-84 years,75-84,Female,F,380,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,75-84 years,75-84,Male,M,412,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,85+ years,85+,Female,F,444,Not Applicable,Not Applicable
,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,85+ years,85+,Male,M,258,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,55-64 years,55-64,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,55-64 years,55-64,Male,M,27,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,65-74 years,65-74,Female,F,30,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,65-74 years,65-74,Male,M,40,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,75-84 years,75-84,Female,F,50,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,75-84 years,75-84,Male,M,47,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,85+ years,85+,Female,F,65,Not Applicable,Not Applicable
,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,85+ years,85+,Male,M,39,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,35-44 years,35-44,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,45-54 years,45-54,Female,F,31,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,45-54 years,45-54,Male,M,52,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,55-64 years,55-64,Female,F,59,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,55-64 years,55-64,Male,M,146,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,65-74 years,65-74,Female,F,132,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,65-74 years,65-74,Male,M,310,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,75-84 years,75-84,Female,F,253,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,75-84 years,75-84,Male,M,373,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,85+ years,85+,Female,F,287,Not Applicable,Not Applicable
,White,2106-3,Atherosclerotic heart disease,I25.1,85+ years,85+,Male,M,207,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,55-64 years,55-64,Male,M,24,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,65-74 years,65-74,Male,M,52,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,75-84 years,75-84,Female,F,24,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,75-84 years,75-84,Male,M,48,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,85+ years,85+,Female,F,30,Not Applicable,Not Applicable
,White,2106-3,Ischaemic cardiomyopathy,I25.5,85+ years,85+,Male,M,32,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,55-64 years,55-64,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,65-74 years,65-74,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,65-74 years,65-74,Male,M,25,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,75-84 years,75-84,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,75-84 years,75-84,Male,M,37,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,85+ years,85+,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,85+ years,85+,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,45-54 years,45-54,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,45-54 years,45-54,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,55-64 years,55-64,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,55-64 years,55-64,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,65-74 years,65-74,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,65-74 years,65-74,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,75-84 years,75-84,Female,F,40,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,75-84 years,75-84,Male,M,26,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,85+ years,85+,Female,F,35,Not Applicable,Not Applicable
,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,85+ years,85+,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,Other secondary pulmonary hypertension,I27.2,65-74 years,65-74,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Other secondary pulmonary hypertension,I27.2,75-84 years,75-84,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,Other secondary pulmonary hypertension,I27.2,85+ years,85+,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Mitral (valve) insufficiency,I34.0,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,65-74 years,65-74,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,75-84 years,75-84,Female,F,26,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,75-84 years,75-84,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,85+ years,85+,Female,F,56,Not Applicable,Not Applicable
,White,2106-3,Aortic (valve) stenosis,I35.0,85+ years,85+,Male,M,32,Not Applicable,Not Applicable
,White,2106-3,"Endocarditis, valve unspecified",I38,75-84 years,75-84,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,"Endocarditis, valve unspecified",I38,75-84 years,75-84,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Endocarditis, valve unspecified",I38,85+ years,85+,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Endocarditis, valve unspecified",I38,85+ years,85+,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Dilated cardiomyopathy,I42.0,75-84 years,75-84,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Cardiomyopathy, unspecified",I42.9,45-54 years,45-54,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Cardiomyopathy, unspecified",I42.9,55-64 years,55-64,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Cardiomyopathy, unspecified",I42.9,55-64 years,55-64,Male,M,35,Not Applicable,Not Applicable
,White,2106-3,"Cardiomyopathy, unspecified",I42.9,65-74 years,65-74,Female,F,22,Not Applicable,Not Applicable
,White,2106-3,"Cardiomyopathy, unspecified",I42.9,65-74 years,65-74,Male,M,67,Not Applicable,Not Applicable
,White,2106-3,"Cardiomyopathy, unspecified",I42.9,75-84 years,75-84,Female,F,45,Not Applicable,Not Applicable
,White,2106-3,"Cardiomyopathy, unspecified",I42.9,75-84 years,75-84,Male,M,69,Not Applicable,Not Applicable
,White,2106-3,"Cardiomyopathy, unspecified",I42.9,85+ years,85+,Female,F,35,Not Applicable,Not Applicable
,White,2106-3,"Cardiomyopathy, unspecified",I42.9,85+ years,85+,Male,M,36,Not Applicable,Not Applicable
,White,2106-3,"Sudden cardiac death, so described",I46.1,65-74 years,65-74,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Sudden cardiac death, so described",I46.1,65-74 years,65-74,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Sudden cardiac death, so described",I46.1,75-84 years,75-84,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrest, unspecified",I46.9,45-54 years,45-54,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrest, unspecified",I46.9,45-54 years,45-54,Male,M,39,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrest, unspecified",I46.9,55-64 years,55-64,Female,F,26,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrest, unspecified",I46.9,55-64 years,55-64,Male,M,55,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrest, unspecified",I46.9,65-74 years,65-74,Female,F,34,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrest, unspecified",I46.9,65-74 years,65-74,Male,M,67,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrest, unspecified",I46.9,75-84 years,75-84,Female,F,74,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrest, unspecified",I46.9,75-84 years,75-84,Male,M,84,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrest, unspecified",I46.9,85+ years,85+,Female,F,76,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrest, unspecified",I46.9,85+ years,85+,Male,M,40,Not Applicable,Not Applicable
,White,2106-3,Atrial fibrillation and flutter,I48,55-64 years,55-64,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Atrial fibrillation and flutter,I48,65-74 years,65-74,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Atrial fibrillation and flutter,I48,65-74 years,65-74,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,Atrial fibrillation and flutter,I48,75-84 years,75-84,Female,F,75,Not Applicable,Not Applicable
,White,2106-3,Atrial fibrillation and flutter,I48,75-84 years,75-84,Male,M,36,Not Applicable,Not Applicable
,White,2106-3,Atrial fibrillation and flutter,I48,85+ years,85+,Female,F,119,Not Applicable,Not Applicable
,White,2106-3,Atrial fibrillation and flutter,I48,85+ years,85+,Male,M,49,Not Applicable,Not Applicable
,White,2106-3,Ventricular fibrillation and flutter,I49.0,65-74 years,65-74,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrhythmia, unspecified",I49.9,55-64 years,55-64,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrhythmia, unspecified",I49.9,55-64 years,55-64,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrhythmia, unspecified",I49.9,65-74 years,65-74,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrhythmia, unspecified",I49.9,65-74 years,65-74,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrhythmia, unspecified",I49.9,75-84 years,75-84,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrhythmia, unspecified",I49.9,75-84 years,75-84,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrhythmia, unspecified",I49.9,85+ years,85+,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Cardiac arrhythmia, unspecified",I49.9,85+ years,85+,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,Congestive heart failure,I50.0,45-54 years,45-54,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Congestive heart failure,I50.0,55-64 years,55-64,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Congestive heart failure,I50.0,55-64 years,55-64,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Congestive heart failure,I50.0,65-74 years,65-74,Female,F,41,Not Applicable,Not Applicable
,White,2106-3,Congestive heart failure,I50.0,65-74 years,65-74,Male,M,59,Not Applicable,Not Applicable
,White,2106-3,Congestive heart failure,I50.0,75-84 years,75-84,Female,F,153,Not Applicable,Not Applicable
,White,2106-3,Congestive heart failure,I50.0,75-84 years,75-84,Male,M,115,Not Applicable,Not Applicable
,White,2106-3,Congestive heart failure,I50.0,85+ years,85+,Female,F,252,Not Applicable,Not Applicable
,White,2106-3,Congestive heart failure,I50.0,85+ years,85+,Male,M,128,Not Applicable,Not Applicable
,White,2106-3,"Heart failure, unspecified",I50.9,75-84 years,75-84,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,"Heart failure, unspecified",I50.9,75-84 years,75-84,Male,M,24,Not Applicable,Not Applicable
,White,2106-3,"Heart failure, unspecified",I50.9,85+ years,85+,Female,F,29,Not Applicable,Not Applicable
,White,2106-3,"Heart failure, unspecified",I50.9,85+ years,85+,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Heart disease, unspecified",I51.9,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Heart disease, unspecified",I51.9,75-84 years,75-84,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Subarachnoid haemorrhage, unspecified",I60.9,35-44 years,35-44,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Subarachnoid haemorrhage, unspecified",I60.9,45-54 years,45-54,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,"Subarachnoid haemorrhage, unspecified",I60.9,55-64 years,55-64,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,"Subarachnoid haemorrhage, unspecified",I60.9,65-74 years,65-74,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Subarachnoid haemorrhage, unspecified",I60.9,65-74 years,65-74,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,"Subarachnoid haemorrhage, unspecified",I60.9,75-84 years,75-84,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,"Subarachnoid haemorrhage, unspecified",I60.9,75-84 years,75-84,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Subarachnoid haemorrhage, unspecified",I60.9,85+ years,85+,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,45-54 years,45-54,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,45-54 years,45-54,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,55-64 years,55-64,Female,F,32,Not Applicable,Not Applicable
,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,55-64 years,55-64,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,65-74 years,65-74,Female,F,42,Not Applicable,Not Applicable
,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,65-74 years,65-74,Male,M,45,Not Applicable,Not Applicable
,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,75-84 years,75-84,Female,F,96,Not Applicable,Not Applicable
,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,75-84 years,75-84,Male,M,72,Not Applicable,Not Applicable
,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,85+ years,85+,Female,F,58,Not Applicable,Not Applicable
,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,85+ years,85+,Male,M,28,Not Applicable,Not Applicable
,White,2106-3,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,45-54 years,45-54,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,55-64 years,55-64,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,55-64 years,55-64,Male,M,30,Not Applicable,Not Applicable
,White,2106-3,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,65-74 years,65-74,Female,F,29,Not Applicable,Not Applicable
,White,2106-3,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,65-74 years,65-74,Male,M,32,Not Applicable,Not Applicable
,White,2106-3,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,75-84 years,75-84,Female,F,57,Not Applicable,Not Applicable
,White,2106-3,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,75-84 years,75-84,Male,M,40,Not Applicable,Not Applicable
,White,2106-3,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,85+ years,85+,Female,F,36,Not Applicable,Not Applicable
,White,2106-3,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,85+ years,85+,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,"Cerebral infarction, unspecified",I63.9,75-84 years,75-84,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,"Cerebral infarction, unspecified",I63.9,75-84 years,75-84,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,"Cerebral infarction, unspecified",I63.9,85+ years,85+,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,45-54 years,45-54,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,45-54 years,45-54,Male,M,26,Not Applicable,Not Applicable
,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,55-64 years,55-64,Female,F,27,Not Applicable,Not Applicable
,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,55-64 years,55-64,Male,M,60,Not Applicable,Not Applicable
,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,65-74 years,65-74,Female,F,88,Not Applicable,Not Applicable
,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,65-74 years,65-74,Male,M,103,Not Applicable,Not Applicable
,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,75-84 years,75-84,Female,F,225,Not Applicable,Not Applicable
,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,75-84 years,75-84,Male,M,161,Not Applicable,Not Applicable
,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,85+ years,85+,Female,F,316,Not Applicable,Not Applicable
,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,85+ years,85+,Male,M,128,Not Applicable,Not Applicable
,White,2106-3,"Cerebrovascular disease, unspecified",I67.9,85+ years,85+,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,75-84 years,75-84,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Sequelae of other and unspecified cerebrovascular diseases,I69.8,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Generalized and unspecified atherosclerosis,I70.9,75-84 years,75-84,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Generalized and unspecified atherosclerosis,I70.9,85+ years,85+,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Generalized and unspecified atherosclerosis,I70.9,85+ years,85+,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Dissection of aorta [any part],I71.0,75-84 years,75-84,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Abdominal aortic aneurysm, ruptured",I71.3,65-74 years,65-74,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,"Abdominal aortic aneurysm, ruptured",I71.3,75-84 years,75-84,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,"Abdominal aortic aneurysm, ruptured",I71.3,85+ years,85+,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,"Peripheral vascular disease, unspecified",I73.9,65-74 years,65-74,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Peripheral vascular disease, unspecified",I73.9,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Peripheral vascular disease, unspecified",I73.9,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Peripheral vascular disease, unspecified",I73.9,75-84 years,75-84,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,"Peripheral vascular disease, unspecified",I73.9,85+ years,85+,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,75-84 years,75-84,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,35-44 years,35-44,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,45-54 years,45-54,Female,F,24,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,45-54 years,45-54,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,55-64 years,55-64,Female,F,51,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,55-64 years,55-64,Male,M,63,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,65-74 years,65-74,Female,F,96,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,65-74 years,65-74,Male,M,110,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,75-84 years,75-84,Female,F,240,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,75-84 years,75-84,Male,M,229,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,85+ years,85+,Female,F,392,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,85+ years,85+,Male,M,229,Not Applicable,Not Applicable
,White,2106-3,"Emphysema, unspecified",J43.9,55-64 years,55-64,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,"Emphysema, unspecified",J43.9,55-64 years,55-64,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,"Emphysema, unspecified",J43.9,65-74 years,65-74,Female,F,28,Not Applicable,Not Applicable
,White,2106-3,"Emphysema, unspecified",J43.9,65-74 years,65-74,Male,M,39,Not Applicable,Not Applicable
,White,2106-3,"Emphysema, unspecified",J43.9,75-84 years,75-84,Female,F,30,Not Applicable,Not Applicable
,White,2106-3,"Emphysema, unspecified",J43.9,75-84 years,75-84,Male,M,43,Not Applicable,Not Applicable
,White,2106-3,"Emphysema, unspecified",J43.9,85+ years,85+,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Emphysema, unspecified",J43.9,85+ years,85+,Male,M,13,Not Applicable,Not Applicable
