Notes,Race,Race Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,55-64 years,55-64,Male,M,97,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,65-74 years,65-74,Female,F,130,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,65-74 years,65-74,Male,M,180,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,75-84 years,75-84,Female,F,209,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,75-84 years,75-84,Male,M,204,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,85+ years,85+,Female,F,158,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,85+ years,85+,Male,M,79,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with coma",E14.0,65-74 years,65-74,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with coma",E14.0,75-84 years,75-84,Female,F,29,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with coma",E14.0,75-84 years,75-84,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with coma",E14.0,85+ years,85+,Female,F,27,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,25-34 years,25-34,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,35-44 years,35-44,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,35-44 years,35-44,Male,M,24,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,45-54 years,45-54,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,45-54 years,45-54,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,55-64 years,55-64,Female,F,22,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,55-64 years,55-64,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,65-74 years,65-74,Female,F,27,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,65-74 years,65-74,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,75-84 years,75-84,Female,F,31,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,75-84 years,75-84,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,85+ years,85+,Female,F,24,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with renal complications",E14.2,45-54 years,45-54,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with renal complications",E14.2,45-54 years,45-54,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with renal complications",E14.2,55-64 years,55-64,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with renal complications",E14.2,55-64 years,55-64,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with renal complications",E14.2,65-74 years,65-74,Female,F,32,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with renal complications",E14.2,65-74 years,65-74,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with renal complications",E14.2,75-84 years,75-84,Female,F,27,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with renal complications",E14.2,75-84 years,75-84,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with renal complications",E14.2,85+ years,85+,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,35-44 years,35-44,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,45-54 years,45-54,Female,F,27,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,45-54 years,45-54,Male,M,36,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,55-64 years,55-64,Female,F,45,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,55-64 years,55-64,Male,M,70,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,65-74 years,65-74,Female,F,104,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,65-74 years,65-74,Male,M,141,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,75-84 years,75-84,Female,F,125,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,75-84 years,75-84,Male,M,116,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,85+ years,85+,Female,F,51,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,85+ years,85+,Male,M,44,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with multiple complications",E14.7,65-74 years,65-74,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,25-34 years,25-34,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,25-34 years,25-34,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,35-44 years,35-44,Female,F,75,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,35-44 years,35-44,Male,M,91,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,45-54 years,45-54,Female,F,192,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,45-54 years,45-54,Male,M,269,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,55-64 years,55-64,Female,F,394,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,55-64 years,55-64,Male,M,498,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,65-74 years,65-74,Female,F,768,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,65-74 years,65-74,Male,M,850,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,75-84 years,75-84,Female,F,896,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,75-84 years,75-84,Male,M,835,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,85+ years,85+,Female,F,511,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,85+ years,85+,Male,M,242,Not Applicable,Not Applicable
,White,2106-3,Unspecified severe protein-energy malnutrition,E43,75-84 years,75-84,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,Unspecified severe protein-energy malnutrition,E43,75-84 years,75-84,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Unspecified severe protein-energy malnutrition,E43,85+ years,85+,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,Unspecified protein-energy malnutrition,E46,45-54 years,45-54,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Unspecified protein-energy malnutrition,E46,55-64 years,55-64,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Unspecified protein-energy malnutrition,E46,55-64 years,55-64,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Unspecified protein-energy malnutrition,E46,65-74 years,65-74,Female,F,37,Not Applicable,Not Applicable
,White,2106-3,Unspecified protein-energy malnutrition,E46,65-74 years,65-74,Male,M,27,Not Applicable,Not Applicable
,White,2106-3,Unspecified protein-energy malnutrition,E46,75-84 years,75-84,Female,F,122,Not Applicable,Not Applicable
,White,2106-3,Unspecified protein-energy malnutrition,E46,75-84 years,75-84,Male,M,68,Not Applicable,Not Applicable
,White,2106-3,Unspecified protein-energy malnutrition,E46,85+ years,85+,Female,F,198,Not Applicable,Not Applicable
,White,2106-3,Unspecified protein-energy malnutrition,E46,85+ years,85+,Male,M,78,Not Applicable,Not Applicable
,White,2106-3,Other obesity,E66.8,25-34 years,25-34,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Other obesity,E66.8,35-44 years,35-44,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,Other obesity,E66.8,35-44 years,35-44,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,Other obesity,E66.8,45-54 years,45-54,Female,F,32,Not Applicable,Not Applicable
,White,2106-3,Other obesity,E66.8,45-54 years,45-54,Male,M,39,Not Applicable,Not Applicable
,White,2106-3,Other obesity,E66.8,55-64 years,55-64,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,Other obesity,E66.8,55-64 years,55-64,Male,M,24,Not Applicable,Not Applicable
,White,2106-3,Other obesity,E66.8,65-74 years,65-74,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,Other obesity,E66.8,65-74 years,65-74,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,"Obesity, unspecified",E66.9,45-54 years,45-54,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,"Obesity, unspecified",E66.9,45-54 years,45-54,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,"Obesity, unspecified",E66.9,55-64 years,55-64,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Obesity, unspecified",E66.9,55-64 years,55-64,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,"Obesity, unspecified",E66.9,65-74 years,65-74,Female,F,27,Not Applicable,Not Applicable
,White,2106-3,"Obesity, unspecified",E66.9,65-74 years,65-74,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,"Obesity, unspecified",E66.9,75-84 years,75-84,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Pure hypercholesterolaemia,E78.0,45-54 years,45-54,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,Pure hypercholesterolaemia,E78.0,55-64 years,55-64,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Pure hypercholesterolaemia,E78.0,65-74 years,65-74,Female,F,24,Not Applicable,Not Applicable
,White,2106-3,Pure hypercholesterolaemia,E78.0,65-74 years,65-74,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,Pure hypercholesterolaemia,E78.0,75-84 years,75-84,Female,F,31,Not Applicable,Not Applicable
,White,2106-3,Pure hypercholesterolaemia,E78.0,75-84 years,75-84,Male,M,33,Not Applicable,Not Applicable
,White,2106-3,Pure hypercholesterolaemia,E78.0,85+ years,85+,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,Pure hypercholesterolaemia,E78.0,85+ years,85+,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Hyperlipidaemia, unspecified",E78.5,45-54 years,45-54,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Hyperlipidaemia, unspecified",E78.5,55-64 years,55-64,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Hyperlipidaemia, unspecified",E78.5,55-64 years,55-64,Male,M,41,Not Applicable,Not Applicable
,White,2106-3,"Hyperlipidaemia, unspecified",E78.5,65-74 years,65-74,Female,F,35,Not Applicable,Not Applicable
,White,2106-3,"Hyperlipidaemia, unspecified",E78.5,65-74 years,65-74,Male,M,56,Not Applicable,Not Applicable
,White,2106-3,"Hyperlipidaemia, unspecified",E78.5,75-84 years,75-84,Female,F,67,Not Applicable,Not Applicable
,White,2106-3,"Hyperlipidaemia, unspecified",E78.5,75-84 years,75-84,Male,M,59,Not Applicable,Not Applicable
,White,2106-3,"Hyperlipidaemia, unspecified",E78.5,85+ years,85+,Female,F,42,Not Applicable,Not Applicable
,White,2106-3,"Hyperlipidaemia, unspecified",E78.5,85+ years,85+,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,Disorders of calcium metabolism,E83.5,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Cystic fibrosis with pulmonary manifestations,E84.0,15-24 years,15-24,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Cystic fibrosis with pulmonary manifestations,E84.0,15-24 years,15-24,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Cystic fibrosis with pulmonary manifestations,E84.0,25-34 years,25-34,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Cystic fibrosis with pulmonary manifestations,E84.0,25-34 years,25-34,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,"Cystic fibrosis, unspecified",E84.9,15-24 years,15-24,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Cystic fibrosis, unspecified",E84.9,15-24 years,15-24,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Cystic fibrosis, unspecified",E84.9,25-34 years,25-34,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Organ-limited amyloidosis,E85.4,65-74 years,65-74,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Organ-limited amyloidosis,E85.4,75-84 years,75-84,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Organ-limited amyloidosis,E85.4,75-84 years,75-84,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,"Amyloidosis, unspecified",E85.9,65-74 years,65-74,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Volume depletion,E86,65-74 years,65-74,Female,F,29,Not Applicable,Not Applicable
,White,2106-3,Volume depletion,E86,65-74 years,65-74,Male,M,31,Not Applicable,Not Applicable
,White,2106-3,Volume depletion,E86,75-84 years,75-84,Female,F,155,Not Applicable,Not Applicable
,White,2106-3,Volume depletion,E86,75-84 years,75-84,Male,M,101,Not Applicable,Not Applicable
,White,2106-3,Volume depletion,E86,85+ years,85+,Female,F,298,Not Applicable,Not Applicable
,White,2106-3,Volume depletion,E86,85+ years,85+,Male,M,103,Not Applicable,Not Applicable
,White,2106-3,Hyperosmolality and hypernatraemia,E87.0,75-84 years,75-84,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,Hyperosmolality and hypernatraemia,E87.0,75-84 years,75-84,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Hyperosmolality and hypernatraemia,E87.0,85+ years,85+,Female,F,32,Not Applicable,Not Applicable
,White,2106-3,Hyperosmolality and hypernatraemia,E87.0,85+ years,85+,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,Hypo-osmolality and hyponatraemia,E87.1,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Hypo-osmolality and hyponatraemia,E87.1,85+ years,85+,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,Acidosis,E87.2,45-54 years,45-54,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Acidosis,E87.2,55-64 years,55-64,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Acidosis,E87.2,65-74 years,65-74,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,Acidosis,E87.2,65-74 years,65-74,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,Acidosis,E87.2,75-84 years,75-84,Female,F,48,Not Applicable,Not Applicable
,White,2106-3,Acidosis,E87.2,75-84 years,75-84,Male,M,32,Not Applicable,Not Applicable
,White,2106-3,Acidosis,E87.2,85+ years,85+,Female,F,39,Not Applicable,Not Applicable
,White,2106-3,Acidosis,E87.2,85+ years,85+,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Hyperkalaemia,E87.5,65-74 years,65-74,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,Hyperkalaemia,E87.5,65-74 years,65-74,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Hyperkalaemia,E87.5,75-84 years,75-84,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,Hyperkalaemia,E87.5,85+ years,85+,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Other disorders of electrolyte and fluid balance, not elsewhere classified",E87.8,75-84 years,75-84,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,"Other disorders of electrolyte and fluid balance, not elsewhere classified",E87.8,75-84 years,75-84,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Other disorders of electrolyte and fluid balance, not elsewhere classified",E87.8,85+ years,85+,Female,F,28,Not Applicable,Not Applicable
,White,2106-3,"Other disorders of electrolyte and fluid balance, not elsewhere classified",E87.8,85+ years,85+,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Metabolic disorder, unspecified",E88.9,75-84 years,75-84,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Vascular dementia, unspecified",F01.9,75-84 years,75-84,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Unspecified dementia,F03,55-64 years,55-64,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Unspecified dementia,F03,65-74 years,65-74,Female,F,55,Not Applicable,Not Applicable
,White,2106-3,Unspecified dementia,F03,65-74 years,65-74,Male,M,98,Not Applicable,Not Applicable
,White,2106-3,Unspecified dementia,F03,75-84 years,75-84,Female,F,393,Not Applicable,Not Applicable
,White,2106-3,Unspecified dementia,F03,75-84 years,75-84,Male,M,378,Not Applicable,Not Applicable
,White,2106-3,Unspecified dementia,F03,85+ years,85+,Female,F,822,Not Applicable,Not Applicable
,White,2106-3,Unspecified dementia,F03,85+ years,85+,Male,M,426,Not Applicable,Not Applicable
,White,2106-3,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,F06.9,75-84 years,75-84,Female,F,45,Not Applicable,Not Applicable
,White,2106-3,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,F06.9,75-84 years,75-84,Male,M,35,Not Applicable,Not Applicable
,White,2106-3,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,F06.9,85+ years,85+,Female,F,123,Not Applicable,Not Applicable
,White,2106-3,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,F06.9,85+ years,85+,Male,M,45,Not Applicable,Not Applicable
,White,2106-3,"Mental and behavioural disorders due to use of alcohol, acute intoxication",F10.0,25-34 years,25-34,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Mental and behavioural disorders due to use of alcohol, acute intoxication",F10.0,35-44 years,35-44,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,35-44 years,35-44,Male,M,26,Not Applicable,Not Applicable
,White,2106-3,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,45-54 years,45-54,Male,M,41,Not Applicable,Not Applicable
,White,2106-3,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,55-64 years,55-64,Male,M,36,Not Applicable,Not Applicable
,White,2106-3,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,65-74 years,65-74,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,35-44 years,35-44,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,35-44 years,35-44,Male,M,43,Not Applicable,Not Applicable
,White,2106-3,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,45-54 years,45-54,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,45-54 years,45-54,Male,M,48,Not Applicable,Not Applicable
,White,2106-3,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,55-64 years,55-64,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,55-64 years,55-64,Male,M,54,Not Applicable,Not Applicable
,White,2106-3,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,65-74 years,65-74,Male,M,39,Not Applicable,Not Applicable
,White,2106-3,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,75-84 years,75-84,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder",F10.9,45-54 years,45-54,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder",F17.9,65-74 years,65-74,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder",F17.9,75-84 years,75-84,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder",F17.9,75-84 years,75-84,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,35-44 years,35-44,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Depressive episode, unspecified",F32.9,75-84 years,75-84,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Meningitis, unspecified",G03.9,75-84 years,75-84,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Motor neuron disease,G12.2,35-44 years,35-44,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,Motor neuron disease,G12.2,35-44 years,35-44,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,Motor neuron disease,G12.2,45-54 years,45-54,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Motor neuron disease,G12.2,45-54 years,45-54,Male,M,30,Not Applicable,Not Applicable
,White,2106-3,Motor neuron disease,G12.2,55-64 years,55-64,Female,F,33,Not Applicable,Not Applicable
,White,2106-3,Motor neuron disease,G12.2,55-64 years,55-64,Male,M,50,Not Applicable,Not Applicable
,White,2106-3,Motor neuron disease,G12.2,65-74 years,65-74,Female,F,90,Not Applicable,Not Applicable
,White,2106-3,Motor neuron disease,G12.2,65-74 years,65-74,Male,M,92,Not Applicable,Not Applicable
,White,2106-3,Motor neuron disease,G12.2,75-84 years,75-84,Female,F,69,Not Applicable,Not Applicable
,White,2106-3,Motor neuron disease,G12.2,75-84 years,75-84,Male,M,88,Not Applicable,Not Applicable
,White,2106-3,Motor neuron disease,G12.2,85+ years,85+,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Motor neuron disease,G12.2,85+ years,85+,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,Parkinson disease,G20,55-64 years,55-64,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Parkinson disease,G20,65-74 years,65-74,Female,F,78,Not Applicable,Not Applicable
,White,2106-3,Parkinson disease,G20,65-74 years,65-74,Male,M,141,Not Applicable,Not Applicable
,White,2106-3,Parkinson disease,G20,75-84 years,75-84,Female,F,213,Not Applicable,Not Applicable
,White,2106-3,Parkinson disease,G20,75-84 years,75-84,Male,M,412,Not Applicable,Not Applicable
,White,2106-3,Parkinson disease,G20,85+ years,85+,Female,F,127,Not Applicable,Not Applicable
,White,2106-3,Parkinson disease,G20,85+ years,85+,Male,M,190,Not Applicable,Not Applicable
,White,2106-3,Alzheimer disease with late onset,G30.1,75-84 years,75-84,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,Alzheimer disease with late onset,G30.1,75-84 years,75-84,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Alzheimer disease with late onset,G30.1,85+ years,85+,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,Alzheimer disease with late onset,G30.1,85+ years,85+,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,"Alzheimer disease, unspecified",G30.9,55-64 years,55-64,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,"Alzheimer disease, unspecified",G30.9,55-64 years,55-64,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,"Alzheimer disease, unspecified",G30.9,65-74 years,65-74,Female,F,106,Not Applicable,Not Applicable
,White,2106-3,"Alzheimer disease, unspecified",G30.9,65-74 years,65-74,Male,M,141,Not Applicable,Not Applicable
,White,2106-3,"Alzheimer disease, unspecified",G30.9,75-84 years,75-84,Female,F,526,Not Applicable,Not Applicable
,White,2106-3,"Alzheimer disease, unspecified",G30.9,75-84 years,75-84,Male,M,492,Not Applicable,Not Applicable
,White,2106-3,"Alzheimer disease, unspecified",G30.9,85+ years,85+,Female,F,793,Not Applicable,Not Applicable
,White,2106-3,"Alzheimer disease, unspecified",G30.9,85+ years,85+,Male,M,365,Not Applicable,Not Applicable
,White,2106-3,"Degenerative disease of nervous system, unspecified",G31.9,65-74 years,65-74,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,"Degenerative disease of nervous system, unspecified",G31.9,75-84 years,75-84,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,"Degenerative disease of nervous system, unspecified",G31.9,85+ years,85+,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,"Degenerative disease of nervous system, unspecified",G31.9,85+ years,85+,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,Multiple sclerosis,G35,35-44 years,35-44,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,Multiple sclerosis,G35,35-44 years,35-44,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Multiple sclerosis,G35,45-54 years,45-54,Female,F,34,Not Applicable,Not Applicable
,White,2106-3,Multiple sclerosis,G35,45-54 years,45-54,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Multiple sclerosis,G35,55-64 years,55-64,Female,F,42,Not Applicable,Not Applicable
,White,2106-3,Multiple sclerosis,G35,55-64 years,55-64,Male,M,28,Not Applicable,Not Applicable
,White,2106-3,Multiple sclerosis,G35,65-74 years,65-74,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,Multiple sclerosis,G35,65-74 years,65-74,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,Multiple sclerosis,G35,75-84 years,75-84,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Status epilepticus, unspecified",G41.9,45-54 years,45-54,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Status epilepticus, unspecified",G41.9,65-74 years,65-74,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Status epilepticus, unspecified",G41.9,75-84 years,75-84,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,"Status epilepticus, unspecified",G41.9,75-84 years,75-84,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Transient cerebral ischaemic attack, unspecified",G45.9,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Guillain-Barre syndrome,G61.0,55-64 years,55-64,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Guillain-Barre syndrome,G61.0,65-74 years,65-74,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Myasthenia gravis,G70.0,65-74 years,65-74,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Myasthenia gravis,G70.0,65-74 years,65-74,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Myasthenia gravis,G70.0,75-84 years,75-84,Female,F,27,Not Applicable,Not Applicable
