Notes,ICD-10 113 Cause List,ICD-10 113 Cause List Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Year,Year Code,Deaths,Population,Crude Rate
,#Nutritional deficiencies (E40-E64),GR113-047,25-34 years,25-34,Female,F,2018,2018,10,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,25-34 years,25-34,Male,M,2008,2008,5,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,25-34 years,25-34,Male,M,2010,2010,5,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,25-34 years,25-34,Male,M,2012,2012,3,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,25-34 years,25-34,Male,M,2014,2014,4,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,25-34 years,25-34,Male,M,2016,2016,8,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,25-34 years,25-34,Male,M,2018,2018,7,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,35-44 years,35-44,Female,F,2008,2008,18,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,35-44 years,35-44,Female,F,2010,2010,17,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,35-44 years,35-44,Female,F,2012,2012,15,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,35-44 years,35-44,Female,F,2014,2014,7,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,35-44 years,35-44,Female,F,2016,2016,13,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,35-44 years,35-44,Female,F,2018,2018,22,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,35-44 years,35-44,Male,M,2008,2008,15,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,35-44 years,35-44,Male,M,2010,2010,7,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,35-44 years,35-44,Male,M,2012,2012,9,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,35-44 years,35-44,Male,M,2014,2014,11,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,35-44 years,35-44,Male,M,2016,2016,9,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,35-44 years,35-44,Male,M,2018,2018,13,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,45-54 years,45-54,Female,F,2008,2008,43,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,45-54 years,45-54,Female,F,2010,2010,47,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,45-54 years,45-54,Female,F,2012,2012,40,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,45-54 years,45-54,Female,F,2014,2014,37,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,45-54 years,45-54,Female,F,2016,2016,53,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,45-54 years,45-54,Female,F,2018,2018,41,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,45-54 years,45-54,Male,M,2008,2008,44,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,45-54 years,45-54,Male,M,2010,2010,37,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,45-54 years,45-54,Male,M,2012,2012,28,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,45-54 years,45-54,Male,M,2014,2014,36,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,45-54 years,45-54,Male,M,2016,2016,37,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,45-54 years,45-54,Male,M,2018,2018,35,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,55-64 years,55-64,Female,F,2008,2008,71,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,55-64 years,55-64,Female,F,2010,2010,84,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,55-64 years,55-64,Female,F,2012,2012,87,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,55-64 years,55-64,Female,F,2014,2014,120,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,55-64 years,55-64,Female,F,2016,2016,115,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,55-64 years,55-64,Female,F,2018,2018,119,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,55-64 years,55-64,Male,M,2008,2008,78,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,55-64 years,55-64,Male,M,2010,2010,76,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,55-64 years,55-64,Male,M,2012,2012,82,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,55-64 years,55-64,Male,M,2014,2014,104,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,55-64 years,55-64,Male,M,2016,2016,111,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,55-64 years,55-64,Male,M,2018,2018,96,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,65-74 years,65-74,Female,F,2008,2008,127,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,65-74 years,65-74,Female,F,2010,2010,122,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,65-74 years,65-74,Female,F,2012,2012,133,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,65-74 years,65-74,Female,F,2014,2014,163,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,65-74 years,65-74,Female,F,2016,2016,176,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,65-74 years,65-74,Female,F,2018,2018,207,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,65-74 years,65-74,Male,M,2008,2008,124,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,65-74 years,65-74,Male,M,2010,2010,136,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,65-74 years,65-74,Male,M,2012,2012,147,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,65-74 years,65-74,Male,M,2014,2014,176,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,65-74 years,65-74,Male,M,2016,2016,196,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,65-74 years,65-74,Male,M,2018,2018,207,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,75-84 years,75-84,Female,F,2008,2008,260,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,75-84 years,75-84,Female,F,2010,2010,261,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,75-84 years,75-84,Female,F,2012,2012,261,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,75-84 years,75-84,Female,F,2014,2014,279,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,75-84 years,75-84,Female,F,2016,2016,294,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,75-84 years,75-84,Female,F,2018,2018,306,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,75-84 years,75-84,Male,M,2008,2008,203,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,75-84 years,75-84,Male,M,2010,2010,202,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,75-84 years,75-84,Male,M,2012,2012,201,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,75-84 years,75-84,Male,M,2014,2014,221,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,75-84 years,75-84,Male,M,2016,2016,234,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,75-84 years,75-84,Male,M,2018,2018,264,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,85+ years,85+,Female,F,2008,2008,367,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,85+ years,85+,Female,F,2010,2010,378,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,85+ years,85+,Female,F,2012,2012,343,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,85+ years,85+,Female,F,2014,2014,343,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,85+ years,85+,Female,F,2016,2016,394,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,85+ years,85+,Female,F,2018,2018,420,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,85+ years,85+,Male,M,2008,2008,193,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,85+ years,85+,Male,M,2010,2010,188,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,85+ years,85+,Male,M,2012,2012,203,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,85+ years,85+,Male,M,2014,2014,212,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,85+ years,85+,Male,M,2016,2016,281,Not Applicable,Not Applicable
,#Nutritional deficiencies (E40-E64),GR113-047,85+ years,85+,Male,M,2018,2018,296,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,< 1 year,1,Female,F,2008,2008,25,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,< 1 year,1,Female,F,2010,2010,24,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,< 1 year,1,Female,F,2012,2012,20,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,< 1 year,1,Female,F,2014,2014,19,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,< 1 year,1,Female,F,2016,2016,24,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,< 1 year,1,Female,F,2018,2018,22,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,< 1 year,1,Male,M,2008,2008,27,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,< 1 year,1,Male,M,2010,2010,25,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,< 1 year,1,Male,M,2012,2012,16,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,< 1 year,1,Male,M,2014,2014,19,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,< 1 year,1,Male,M,2016,2016,29,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,< 1 year,1,Male,M,2018,2018,31,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,1-4 years,4-Jan,Female,F,2008,2008,4,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,1-4 years,4-Jan,Female,F,2010,2010,7,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,1-4 years,4-Jan,Female,F,2012,2012,3,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,1-4 years,4-Jan,Female,F,2014,2014,6,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,1-4 years,4-Jan,Female,F,2016,2016,3,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,1-4 years,4-Jan,Female,F,2018,2018,3,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,1-4 years,4-Jan,Male,M,2008,2008,6,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,1-4 years,4-Jan,Male,M,2010,2010,9,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,1-4 years,4-Jan,Male,M,2014,2014,6,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,1-4 years,4-Jan,Male,M,2016,2016,4,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,1-4 years,4-Jan,Male,M,2018,2018,2,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,5-14 years,14-May,Female,F,2008,2008,6,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,5-14 years,14-May,Female,F,2010,2010,3,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,5-14 years,14-May,Female,F,2012,2012,6,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,5-14 years,14-May,Female,F,2014,2014,4,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,5-14 years,14-May,Female,F,2016,2016,5,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,5-14 years,14-May,Male,M,2008,2008,5,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,5-14 years,14-May,Male,M,2010,2010,3,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,5-14 years,14-May,Male,M,2012,2012,5,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,5-14 years,14-May,Male,M,2014,2014,5,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,5-14 years,14-May,Male,M,2016,2016,2,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,5-14 years,14-May,Male,M,2018,2018,7,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,15-24 years,15-24,Female,F,2008,2008,6,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,15-24 years,15-24,Female,F,2010,2010,6,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,15-24 years,15-24,Female,F,2012,2012,7,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,15-24 years,15-24,Female,F,2014,2014,5,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,15-24 years,15-24,Female,F,2016,2016,5,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,15-24 years,15-24,Female,F,2018,2018,5,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,15-24 years,15-24,Male,M,2008,2008,10,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,15-24 years,15-24,Male,M,2010,2010,8,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,15-24 years,15-24,Male,M,2012,2012,7,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,15-24 years,15-24,Male,M,2014,2014,7,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,15-24 years,15-24,Male,M,2016,2016,4,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,15-24 years,15-24,Male,M,2018,2018,6,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,25-34 years,25-34,Female,F,2008,2008,10,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,25-34 years,25-34,Female,F,2010,2010,9,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,25-34 years,25-34,Female,F,2012,2012,9,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,25-34 years,25-34,Female,F,2014,2014,12,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,25-34 years,25-34,Female,F,2016,2016,8,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,25-34 years,25-34,Female,F,2018,2018,8,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,25-34 years,25-34,Male,M,2008,2008,22,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,25-34 years,25-34,Male,M,2010,2010,12,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,25-34 years,25-34,Male,M,2012,2012,12,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,25-34 years,25-34,Male,M,2014,2014,6,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,25-34 years,25-34,Male,M,2016,2016,7,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,25-34 years,25-34,Male,M,2018,2018,18,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,35-44 years,35-44,Female,F,2008,2008,12,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,35-44 years,35-44,Female,F,2010,2010,17,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,35-44 years,35-44,Female,F,2012,2012,14,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,35-44 years,35-44,Female,F,2014,2014,6,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,35-44 years,35-44,Female,F,2016,2016,11,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,35-44 years,35-44,Female,F,2018,2018,13,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,35-44 years,35-44,Male,M,2008,2008,17,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,35-44 years,35-44,Male,M,2010,2010,20,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,35-44 years,35-44,Male,M,2012,2012,17,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,35-44 years,35-44,Male,M,2014,2014,18,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,35-44 years,35-44,Male,M,2016,2016,17,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,35-44 years,35-44,Male,M,2018,2018,12,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,45-54 years,45-54,Female,F,2008,2008,30,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,45-54 years,45-54,Female,F,2010,2010,29,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,45-54 years,45-54,Female,F,2012,2012,20,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,45-54 years,45-54,Female,F,2014,2014,25,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,45-54 years,45-54,Female,F,2016,2016,19,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,45-54 years,45-54,Female,F,2018,2018,19,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,45-54 years,45-54,Male,M,2008,2008,35,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,45-54 years,45-54,Male,M,2010,2010,30,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,45-54 years,45-54,Male,M,2012,2012,34,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,45-54 years,45-54,Male,M,2014,2014,26,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,45-54 years,45-54,Male,M,2016,2016,29,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,45-54 years,45-54,Male,M,2018,2018,30,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,55-64 years,55-64,Female,F,2008,2008,40,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,55-64 years,55-64,Female,F,2010,2010,42,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,55-64 years,55-64,Female,F,2012,2012,33,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,55-64 years,55-64,Female,F,2014,2014,29,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,55-64 years,55-64,Female,F,2016,2016,40,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,55-64 years,55-64,Female,F,2018,2018,38,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,55-64 years,55-64,Male,M,2008,2008,37,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,55-64 years,55-64,Male,M,2010,2010,42,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,55-64 years,55-64,Male,M,2012,2012,40,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,55-64 years,55-64,Male,M,2014,2014,31,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,55-64 years,55-64,Male,M,2016,2016,31,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,55-64 years,55-64,Male,M,2018,2018,57,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,65-74 years,65-74,Female,F,2008,2008,28,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,65-74 years,65-74,Female,F,2010,2010,26,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,65-74 years,65-74,Female,F,2012,2012,25,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,65-74 years,65-74,Female,F,2014,2014,24,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,65-74 years,65-74,Female,F,2016,2016,35,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,65-74 years,65-74,Female,F,2018,2018,31,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,65-74 years,65-74,Male,M,2008,2008,35,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,65-74 years,65-74,Male,M,2010,2010,26,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,65-74 years,65-74,Male,M,2012,2012,39,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,65-74 years,65-74,Male,M,2014,2014,34,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,65-74 years,65-74,Male,M,2016,2016,38,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,65-74 years,65-74,Male,M,2018,2018,41,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,75-84 years,75-84,Female,F,2008,2008,31,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,75-84 years,75-84,Female,F,2010,2010,25,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,75-84 years,75-84,Female,F,2012,2012,30,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,75-84 years,75-84,Female,F,2014,2014,29,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,75-84 years,75-84,Female,F,2016,2016,33,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,75-84 years,75-84,Female,F,2018,2018,33,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,75-84 years,75-84,Male,M,2008,2008,30,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,75-84 years,75-84,Male,M,2010,2010,31,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,75-84 years,75-84,Male,M,2012,2012,32,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,75-84 years,75-84,Male,M,2014,2014,26,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,75-84 years,75-84,Male,M,2016,2016,24,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,75-84 years,75-84,Male,M,2018,2018,39,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,85+ years,85+,Female,F,2008,2008,23,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,85+ years,85+,Female,F,2010,2010,24,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,85+ years,85+,Female,F,2012,2012,19,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,85+ years,85+,Female,F,2014,2014,17,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,85+ years,85+,Female,F,2016,2016,18,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,85+ years,85+,Female,F,2018,2018,21,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,85+ years,85+,Male,M,2008,2008,8,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,85+ years,85+,Male,M,2010,2010,10,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,85+ years,85+,Male,M,2012,2012,16,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,85+ years,85+,Male,M,2014,2014,17,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,85+ years,85+,Male,M,2016,2016,15,Not Applicable,Not Applicable
,"#Meningitis (G00,G03)",GR113-050,85+ years,85+,Male,M,2018,2018,19,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,< 1 year,1,Male,M,2008,2008,1,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,15-24 years,15-24,Female,F,2012,2012,1,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,15-24 years,15-24,Female,F,2014,2014,1,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,15-24 years,15-24,Female,F,2018,2018,1,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,15-24 years,15-24,Male,M,2008,2008,1,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,15-24 years,15-24,Male,M,2014,2014,2,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,15-24 years,15-24,Male,M,2018,2018,2,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,25-34 years,25-34,Female,F,2008,2008,1,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,25-34 years,25-34,Female,F,2014,2014,1,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,25-34 years,25-34,Female,F,2016,2016,1,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,25-34 years,25-34,Male,M,2008,2008,1,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,25-34 years,25-34,Male,M,2010,2010,3,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,25-34 years,25-34,Male,M,2012,2012,3,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,25-34 years,25-34,Male,M,2014,2014,2,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,25-34 years,25-34,Male,M,2016,2016,1,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,35-44 years,35-44,Female,F,2008,2008,1,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,35-44 years,35-44,Female,F,2014,2014,2,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,35-44 years,35-44,Female,F,2016,2016,2,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,35-44 years,35-44,Male,M,2008,2008,5,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,35-44 years,35-44,Male,M,2010,2010,5,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,35-44 years,35-44,Male,M,2014,2014,4,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,35-44 years,35-44,Male,M,2018,2018,4,Not Applicable,Not Applicable
,#Parkinson disease (G20-G21),GR113-051,45-54 years,45-54,Female,F,2008,2008,8,Not Applicable,Not Applicable
